x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
29,74,31,57,58,37,64,20,48,25,46,47,59,62,45,75,8
39,75,37,60,50,46,64,33,53,18,37,29,65,60,56,75,8
41,75,39,61,53,46,53,27,40,17,40,35,73,59,61,74,8
30,66,40,46,55,47,56,27,45,15,32,27,70,63,54,73,8
49,75,42,61,41,47,59,21,44,22,36,32,57,37,65,82,8
38,73,21,65,39,42,71,24,55,30,22,50,54,57,72,63,8
45,77,37,64,46,51,60,33,50,20,41,36,59,54,59,70,8
42,77,26,63,59,48,55,24,28,22,39,42,74,62,65,75,8
40,73,50,56,56,37,49,21,38,28,43,44,66,68,59,83,8
52,76,33,66,55,33,49,20,33,24,40,46,56,56,72,73,8
30,71,43,57,73,33,60,16,37,22,28,43,63,56,54,77,8
65,75,45,65,53,46,45,25,27,25,39,40,68,55,82,67,8
52,76,36,63,55,38,52,22,35,21,40,39,55,57,70,73,8
47,77,26,66,39,49,65,27,50,17,33,30,56,51,68,71,8
55,74,37,62,57,39,52,21,34,18,38,42,56,57,71,70,8
51,75,37,69,44,58,55,20,39,28,55,38,60,53,64,69,8
46,80,31,61,47,50,57,21,41,21,49,37,61,63,64,77,8
49,61,40,50,51,37,52,21,35,22,24,37,61,69,77,72,8
48,74,31,67,53,37,57,19,39,14,37,33,45,53,66,68,8
50,75,38,60,47,44,57,21,43,18,34,32,60,57,66,75,8
35,68,26,51,52,53,61,32,50,21,44,39,64,66,54,76,8
38,68,24,60,59,49,59,23,41,17,42,41,75,64,57,73,8
42,67,39,48,56,48,48,26,33,31,23,42,74,57,59,71,8
39,74,37,56,52,48,59,29,41,22,37,38,65,64,58,80,8
53,73,42,61,50,45,53,25,36,15,37,31,62,55,70,71,8
51,76,50,53,48,42,54,28,43,16,40,29,52,63,60,76,8
45,77,40,65,63,38,68,21,35,23,46,39,56,54,61,70,8
39,66,44,51,56,37,53,23,40,21,39,38,60,65,52,77,8
43,74,40,61,52,46,55,26,37,22,39,35,66,62,58,80,8
29,67,38,52,57,47,58,27,45,16,45,36,64,65,47,74,8
53,76,37,61,48,44,57,30,45,17,37,28,62,56,73,74,8
57,77,47,51,52,37,53,23,40,22,39,36,55,62,68,72,8
54,76,41,66,42,50,44,22,30,22,41,36,58,58,70,72,8
40,68,45,51,53,38,58,19,39,23,35,39,62,56,58,74,8
55,75,46,57,39,49,48,27,50,16,44,39,56,61,66,69,8
52,79,38,65,50,48,57,30,43,18,44,34,60,59,68,72,8
39,73,50,50,58,30,45,22,30,24,35,37,70,59,69,78,8
38,69,35,50,59,52,69,32,47,18,29,25,77,66,60,79,8
43,79,48,63,59,46,45,35,21,20,34,26,70,61,58,76,8
42,73,50,56,60,37,55,19,38,30,35,51,64,66,58,79,8
42,71,38,42,56,55,56,33,43,17,26,25,78,67,55,77,8
48,80,41,69,47,43,55,31,48,16,40,30,52,55,57,71,8
58,40,36,44,31,62,40,74,60,70,62,55,63,23,48,12,9
63,55,37,39,22,47,25,63,39,75,58,78,59,40,63,23,9
56,43,38,41,34,56,45,68,62,74,66,59,53,30,50,14,9
57,46,39,49,28,56,33,73,53,73,63,58,58,29,51,16,9
58,51,43,26,38,54,39,70,57,74,71,61,53,37,35,14,9
62,38,33,40,31,56,40,68,56,69,63,55,47,36,56,15,9
73,53,25,20,37,53,42,75,61,79,75,71,58,42,45,25,9
55,42,48,53,34,52,40,66,57,71,64,59,46,28,38,15,9
59,38,43,50,35,59,42,71,55,67,57,56,60,24,60,11,9
64,41,36,54,28,63,37,71,52,69,52,55,67,26,66,11,9
53,47,35,44,28,57,39,71,57,73,70,56,64,38,57,19,9
53,46,36,46,31,62,41,72,55,72,56,58,58,30,61,15,9
54,51,33,44,20,55,29,68,46,73,61,66,58,33,63,15,9
61,48,46,43,27,43,37,61,55,73,70,68,49,29,37,14,9
56,50,40,48,26,55,32,71,51,71,58,60,59,33,61,13,9
56,46,39,46,31,59,43,73,57,73,63,60,53,28,46,15,9
64,46,31,52,18,59,37,67,58,67,50,53,66,28,69,13,9
52,45,36,47,36,59,44,69,61,72,60,58,52,30,46,15,9
63,38,39,50,31,63,44,75,58,68,57,54,62,20,49,13,9
62,47,50,43,36,42,33,55,46,67,63,70,56,27,48,11,9
65,46,43,44,30,55,40,72,58,80,73,63,58,33,42,22,9
59,45,43,45,29,55,27,69,46,72,61,63,62,28,63,11,9
54,45,33,42,28,55,36,69,52,69,64,58,56,30,53,13,9
59,53,45,44,27,46,30,59,45,67,65,70,55,33,50,12,9
63,50,46,50,29,52,40,63,54,69,67,68,57,31,51,14,9
56,40,49,53,38,55,47,69,62,69,62,56,47,26,35,12,9
62,46,55,60,28,51,39,59,51,71,68,63,53,30,41,14,9
58,41,44,49,31,56,39,69,55,69,61,55,52,28,42,13,9
63,54,55,44,38,44,38,59,50,72,65,71,52,30,49,16,9
52,51,48,37,37,51,41,65,55,73,62,63,43,25,43,12,9
54,51,55,36,33,53,32,70,45,75,61,62,51,24,51,13,9
70,59,52,46,36,47,34,63,48,69,61,65,48,29,41,14,9
59,47,39,43,27,55,38,66,56,71,65,60,61,30,58,13,9
53,49,56,34,39,49,36,62,47,77,57,72,68,24,53,19,9
51,51,46,25,35,54,45,69,64,75,65,49,56,36,34,14,9
63,49,40,26,39,49,37,61,48,72,61,71,55,37,27,15,9
61,54,47,44,32,40,26,59,45,73,62,70,62,33,60,15,9
55,44,36,39,30,54,42,70,62,73,62,58,54,30,49,15,9
62,57,35,33,25,44,33,60,47,70,64,74,56,40,59,20,9
57,49,38,39,28,49,31,67,48,75,58,63,57,36,65,20,9
78,35,29,37,16,54,29,73,53,73,74,52,56,37,80,18,9
56,48,39,47,33,58,44,72,58,73,62,59,53,32,43,15,9
51,51,41,29,41,59,43,70,54,75,64,69,50,38,38,16,9
74,41,28,40,25,57,40,66,55,56,66,55,84,29,44,40,9
60,40,46,47,35,53,40,67,53,73,58,56,57,25,52,14,9
64,49,40,50,23,53,27,71,44,70,56,61,72,32,72,15,9
57,43,47,49,35,55,37,68,47,75,58,60,56,30,56,14,9
58,56,52,45,34,47,34,61,47,72,62,71,53,30,49,15,9
61,56,46,41,30,46,30,63,39,75,52,69,61,38,62,16,9
56,45,38,40,35,55,43,68,58,74,58,61,53,31,53,16,9
